id,genre
tt0023153,Romance
tt0023157,Crime
tt0023158,Musical
tt0023162,Romance
tt0023169,
tt0023175,Drama
tt0023180,Comedy
tt0023181,Romance
tt0023187,
tt0023190,
tt0023194,Horror
tt0023196,Drama
tt0023198,
tt0023202,Drama
tt0023208,Western
tt0023209,
tt0023213,Drama
tt0023221,
tt0023225,Sport
tt0023230,Mystery
tt0023236,Mystery
tt0023238,Adventure
tt0023240,
tt0023241,Family
tt0023243,Adventure
tt0023245,Horror
tt0023249,Horror
tt0023261,
tt0023262,Romance
tt0023266,Drama
tt0023268,Film-Noir
tt0023271,
tt0023277,Romance
tt0023278,Romance
tt0023284,Drama
tt0023285,Mystery
tt0023293,Horror
tt0023302,
tt0023303,Musical
tt0023305,Drama
tt0023312,War
tt0023316,Drama
tt0023322,
tt0023326,Drama
tt0023327,Drama
tt0023333,Thriller
tt0023334,Musical
tt0023335,Mystery
tt0023342,Romance
tt0023345,
tt0023349,Drama
tt0023352,Drama
tt0023358,Drama
tt0023362,Drama
tt0023369,
tt0023374,Drama
tt0023382,Romance
tt0023384,
tt0023385,Romance
tt0023394,Drama
tt0023395,Romance
tt0023396,Western
tt0023407,Romance
tt0023410,Crime
tt0023424,Comedy
tt0023427,Crime
tt0023447,
tt0023450,
tt0023456,Drama
tt0023458,Drama
tt0023460,
tt0023464,Romance
tt0023469,Drama
tt0023470,History
tt0023472,Drama
tt0023478,
tt0023479,Romance
tt0023486,Romance
tt0023488,Romance
tt0023491,Romance
tt0023495,
tt0023498,
tt0023507,
tt0023520,Romance
tt0023523,
tt0023525,Drama
tt0023528,Mystery
tt0023529,Romance
tt0023537,Drama
tt0023545,
tt0023549,Comedy
tt0023551,Adventure
tt0023556,Drama
tt0023560,Western
tt0023563,
tt0023567,Adventure
tt0023580,Musical
tt0023581,
tt0023582,Horror
tt0023583,Thriller
tt0023584,
tt0023589,Drama
tt0023590,Drama
tt0023594,Romance
tt0023601,
tt0023604,
tt0023622,Crime
tt0023625,Romance
tt0023629,Thriller
tt0023631,Western
tt0023634,Drama
tt0023635,
tt0023642,Drama
tt0023645,Romance
tt0023649,Horror
tt0023652,Romance
tt0023657,Music
tt0023659,Drama
tt0023673,
tt0023677,
tt0023681,Romance
tt0023684,Romance
tt0023685,History
tt0023686,
tt0023694,
tt0023701,
tt0023706,
tt0023716,
tt0023719,
tt0023720,
tt0023729,History
tt0023731,Drama
tt0023737,War
tt0023742,Romance
tt0023744,Romance
tt0023749,
tt0023753,Family
tt0023758,
tt0023759,Romance
tt0023761,
tt0023769,
tt0023775,Romance
tt0023778,Drama
tt0023785,Romance
tt0023786,Drama
tt0023790,Mystery
tt0023793,Adventure
tt0023794,Romance
tt0023808,Adventure
tt0023814,Romance
tt0023816,
tt0023817,Drama
tt0023818,Film-Noir
tt0023825,Drama
tt0023838,Drama
tt0023842,
tt0023846,Music
tt0023847,
tt0023848,Musical
tt0023856,Crime
tt0023871,Musical
tt0023872,Romance
tt0023876,Romance
tt0023878,
tt0023880,Romance
tt0023881,
tt0023887,Romance
tt0023891,Adventure
tt0023893,Crime
tt0023896,Drama
tt0023899,Sport
tt0023900,Comedy
tt0023902,War
tt0023909,Adventure
tt0023911,Drama
tt0023926,Musical
tt0023932,
tt0023935,Crime
tt0023937,
tt0023938,Sci-Fi
tt0023939,
tt0023940,Romance
tt0023943,Musical
tt0023948,Drama
tt0023949,Musical
tt0023955,Drama
tt0023956,Comedy
tt0023960,Drama
tt0023969,Musical
tt0023973,Drama
tt0023982,Romance
tt0023984,Crime
tt0023985,Music
tt0023986,Romance
tt0023990,
tt0023992,Romance
tt0023993,Drama
tt0024005,
tt0024008,Drama
tt0024025,Musical
tt0024028,Musical
tt0024034,Musical
tt0024037,Drama
tt0024040,Drama
tt0024044,Fantasy
tt0024048,
tt0024049,
tt0024054,Crime
tt0024055,Drama
tt0024062,Crime
tt0024067,Romance
tt0024069,Drama
tt0024073,Musical
tt0024075,Romance
tt0024078,
tt0024083,Drama
tt0024087,
tt0024090,Romance
tt0024092,
tt0024097,Crime
tt0024100,Drama
tt0024104,Romance
tt0024115,War
tt0024120,Drama
tt0024122,Drama
tt0024124,Romance
tt0024127,
tt0024130,Romance
tt0024139,
tt0024144,History
tt0024151,Romance
tt0024157,Romance
tt0024160,Romance
tt0024161,War
tt0024166,Musical
tt0024170,Romance
tt0024176,Drama
tt0024183,
tt0024184,Sci-Fi
tt0024188,Sci-Fi
tt0024199,Crime
tt0024210,Mystery
tt0024211,Drama
tt0024214,
tt0024216,Horror
tt0024219,Adventure
