year,nomination,film,win
2014,"Best Performance by an Actress in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",Downton Abbey,TRUE
2014,"Best Performance by an Actress in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",True Detective,FALSE
2014,"Best Performance by an Actress in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",Orange is the New Black,FALSE
2014,"Best Performance by an Actress in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",American Horror Story: Freak Show,FALSE
2014,"Best Performance by an Actress in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",Mom,FALSE
2014,"Best Performance by an Actor in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",The Normal Heart,TRUE
2014,"Best Performance by an Actor in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",Olive Kitteridge,FALSE
2014,"Best Performance by an Actor in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",Ray Donovan,FALSE
2014,"Best Performance by an Actor in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",Fargo,FALSE
2014,"Best Performance by an Actor in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",,FALSE
2014,Cecil B. deMille Award,,FALSE
2015,Best Motion Picture - Drama,The Revenant,TRUE
2015,Best Motion Picture - Drama,Carol,FALSE
2015,Best Motion Picture - Drama,Mad Max: Fury Road,FALSE
2015,Best Motion Picture - Drama,Room,FALSE
2015,Best Motion Picture - Drama,Spotlight,FALSE
2015,Best Motion Picture - Musical or Comedy,The Martian,TRUE
2015,Best Motion Picture - Musical or Comedy,Spy,FALSE
2015,Best Motion Picture - Musical or Comedy,"Big Short, The",FALSE
2015,Best Motion Picture - Musical or Comedy,Trainwreck,FALSE
2015,Best Motion Picture - Musical or Comedy,Joy,FALSE
2015,Best Performance by an Actress in a Motion Picture - Drama,Room,TRUE
2015,Best Performance by an Actress in a Motion Picture - Drama,Carol,FALSE
2015,Best Performance by an Actress in a Motion Picture - Drama,Carol,FALSE
2015,Best Performance by an Actress in a Motion Picture - Drama,The Danish Girl,FALSE
2015,Best Performance by an Actress in a Motion Picture - Drama,Brooklyn,FALSE
2015,Best Performance by an Actor in a Motion Picture - Drama,The Revenant,TRUE
2015,Best Performance by an Actor in a Motion Picture - Drama,Concussion,FALSE
2015,Best Performance by an Actor in a Motion Picture - Drama,Steve Jobs,FALSE
2015,Best Performance by an Actor in a Motion Picture - Drama,The Danish Girl,FALSE
2015,Best Performance by an Actor in a Motion Picture - Drama,Trumbo,FALSE
2015,Best Performance by an Actress in a Motion Picture - Musical or Comedy,Joy,TRUE
2015,Best Performance by an Actress in a Motion Picture - Musical or Comedy,"Lady in the Van, The",FALSE
2015,Best Performance by an Actress in a Motion Picture - Musical or Comedy,Trainwreck,FALSE
2015,Best Performance by an Actress in a Motion Picture - Musical or Comedy,Grandma,FALSE
2015,Best Performance by an Actress in a Motion Picture - Musical or Comedy,Spy,FALSE
2015,Best Performance by an Actor in a Motion Picture - Musical or Comedy,The Martian,TRUE
2015,Best Performance by an Actor in a Motion Picture - Musical or Comedy,Danny Collins,FALSE
2015,Best Performance by an Actor in a Motion Picture - Musical or Comedy,Infinitely Polar Bear,FALSE
2015,Best Performance by an Actor in a Motion Picture - Musical or Comedy,"Big Short, The",FALSE
2015,Best Performance by an Actor in a Motion Picture - Musical or Comedy,"Big Short, The",FALSE
2015,Best Performance by an Actress in a Supporting Role in any Motion Picture,Steve Jobs,TRUE
2015,Best Performance by an Actress in a Supporting Role in any Motion Picture,Youth,FALSE
2015,Best Performance by an Actress in a Supporting Role in any Motion Picture,Ex Machina,FALSE
2015,Best Performance by an Actress in a Supporting Role in any Motion Picture,The Hateful Eight,FALSE
2015,Best Performance by an Actress in a Supporting Role in any Motion Picture,Trumbo,FALSE
2015,Best Performance by an Actor in a Supporting Role in any Motion Picture,Creed,TRUE
2015,Best Performance by an Actor in a Supporting Role in any Motion Picture,99 Homes,FALSE
2015,Best Performance by an Actor in a Supporting Role in any Motion Picture,Beasts of No Nation,FALSE
2015,Best Performance by an Actor in a Supporting Role in any Motion Picture,Bridge of Spies,FALSE
2015,Best Performance by an Actor in a Supporting Role in any Motion Picture,Love & Mercy,FALSE
2015,Best Director - Motion Picture,The Revenant,TRUE
2015,Best Director - Motion Picture,The Martian,FALSE
2015,Best Director - Motion Picture,Carol,FALSE
2015,Best Director - Motion Picture,Mad Max: Fury Road,FALSE
2015,Best Director - Motion Picture,Spotlight,FALSE
2015,Best Screenplay - Motion Picture,Steve Jobs,TRUE
2015,Best Screenplay - Motion Picture,Room,FALSE
2015,Best Screenplay - Motion Picture,Spotlight,FALSE
2015,Best Screenplay - Motion Picture,"Big Short, The",FALSE
2015,Best Screenplay - Motion Picture,The Hateful Eight,FALSE
2015,Best Motion Picture - Animated,Inside Out,TRUE
2015,Best Motion Picture - Animated,The Peanuts Movie,FALSE
2015,Best Motion Picture - Animated,Anomalisa,FALSE
2015,Best Motion Picture - Animated,Shaun the Sheep Movie,FALSE
2015,Best Motion Picture - Animated,The Good Dinosaur,FALSE
2015,Best Motion Picture - Foreign Language,"Hungary, L?szl? Nemes",TRUE
2015,Best Motion Picture - Foreign Language,"France, Deniz Gamze Erg?ven",FALSE
2015,Best Motion Picture - Foreign Language,"Belgium, France, Luxembourg, Jaco Van Dormael",FALSE
2015,Best Motion Picture - Foreign Language,"Chile, Pablo Larra?n",FALSE
2015,Best Motion Picture - Foreign Language,"Finland, Germany, Estonia, Klaus H?r?",FALSE
2015,Best Original Score - Motion Picture,The Hateful Eight,TRUE
2015,Best Original Score - Motion Picture,Carol,FALSE
2015,Best Original Score - Motion Picture,Steve Jobs,FALSE
2015,Best Original Score - Motion Picture,The Danish Girl,FALSE
2015,Best Original Score - Motion Picture,The Revenant,FALSE
2015,Best Original Song - Motion Picture,Spectre,TRUE
2015,Best Original Song - Motion Picture,Fifty Shades of Grey,FALSE
2015,Best Original Song - Motion Picture,Furious 7,FALSE
2015,Best Original Song - Motion Picture,Love & Mercy,FALSE
2015,Best Original Song - Motion Picture,Youth,FALSE
2015,Best Television Series - Drama,Mr. Robot,TRUE
2015,Best Television Series - Drama,Game of Thrones,FALSE
2015,Best Television Series - Drama,Narcos,FALSE
2015,Best Television Series - Drama,Outlander,FALSE
2015,Best Television Series - Drama,Empire,FALSE
2015,Best Television Series - Musical or Comedy,Mozart in the Jungle,TRUE
2015,Best Television Series - Musical or Comedy,Casual,FALSE
2015,Best Television Series - Musical or Comedy,Orange is the New Black,FALSE
2015,Best Television Series - Musical or Comedy,Silicon Valley,FALSE
2015,Best Television Series - Musical or Comedy,Transparent,FALSE
2015,Best Television Series - Musical or Comedy,Veep,FALSE
2015,Best Television Limited Series or Motion Picture Made for Television,Wolf Hall,TRUE
2015,Best Television Limited Series or Motion Picture Made for Television,American Crime,FALSE
2015,Best Television Limited Series or Motion Picture Made for Television,American Horror Story: Hotel,FALSE
2015,Best Television Limited Series or Motion Picture Made for Television,Fargo,FALSE
2015,Best Television Limited Series or Motion Picture Made for Television,Flesh & Bone,FALSE
2015,Best Performance by an Actress in a Limited Series or a Motion Picture Made for Television,American Horror Story: Hotel,TRUE
2015,Best Performance by an Actress in a Limited Series or a Motion Picture Made for Television,Flesh & Bone,FALSE
2015,Best Performance by an Actress in a Limited Series or a Motion Picture Made for Television,American Crime,FALSE
2015,Best Performance by an Actress in a Limited Series or a Motion Picture Made for Television,Bessie,FALSE
2015,Best Performance by an Actress in a Limited Series or a Motion Picture Made for Television,Fargo,FALSE
2015,Best Performance by an Actor in a Limited Series or a Motion Picture Made for Television,Show Me a Hero,TRUE
2015,Best Performance by an Actor in a Limited Series or a Motion Picture Made for Television,Fargo,FALSE
2015,Best Performance by an Actor in a Limited Series or a Motion Picture Made for Television,Luther,FALSE
2015,Best Performance by an Actor in a Limited Series or a Motion Picture Made for Television,Nightingale,FALSE
2015,Best Performance by an Actor in a Limited Series or a Motion Picture Made for Television,Wolf Hall,FALSE
2015,Best Performance by an Actress In A Television Series - Drama,Empire,TRUE
2015,Best Performance by an Actress In A Television Series - Drama,Outlander,FALSE
2015,Best Performance by an Actress In A Television Series - Drama,Penny Dreadful,FALSE
2015,Best Performance by an Actress In A Television Series - Drama,House of Cards,FALSE
2015,Best Performance by an Actress In A Television Series - Drama,How To Get Away With Murder,FALSE
2015,Best Performance by an Actor In A Television Series - Drama,Mad Men,TRUE
2015,Best Performance by an Actor In A Television Series - Drama,Narcos,FALSE
2015,Best Performance by an Actor In A Television Series - Drama,Ray Donovan,FALSE
2015,Best Performance by an Actor In A Television Series - Drama,Better Call Saul,FALSE
2015,Best Performance by an Actor In A Television Series - Drama,Mr. Robot,FALSE
2015,Best Performance by an Actress in a Television Series - Musical or Comedy,Crazy Ex-Girlfriend,TRUE
2015,Best Performance by an Actress in a Television Series - Musical or Comedy,Grace and Frankie,FALSE
2015,Best Performance by an Actress in a Television Series - Musical or Comedy,Jane The Virgin,FALSE
2015,Best Performance by an Actress in a Television Series - Musical or Comedy,Scream Queens,FALSE
2015,Best Performance by an Actress in a Television Series - Musical or Comedy,Veep,FALSE
2015,Best Performance by an Actor in a Television Series - Musical or Comedy,Mozart in the Jungle,TRUE
2015,Best Performance by an Actor in a Television Series - Musical or Comedy,Transparent,FALSE
2015,Best Performance by an Actor in a Television Series - Musical or Comedy,Blunt Talk,FALSE
2015,Best Performance by an Actor in a Television Series - Musical or Comedy,Master of None,FALSE
2015,Best Performance by an Actor in a Television Series - Musical or Comedy,The Grinder,FALSE
2015,"Best Performance by an Actress in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",The Affair,TRUE
2015,"Best Performance by an Actress in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",American Crime,FALSE
2015,"Best Performance by an Actress in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",Downton Abbey,FALSE
2015,"Best Performance by an Actress in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",Orange is the New Black,FALSE
2015,"Best Performance by an Actress in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",Transparent,FALSE
2015,"Best Performance by an Actor in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",Mr. Robot,TRUE
2015,"Best Performance by an Actor in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",Outlander,FALSE
2015,"Best Performance by an Actor in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",,FALSE
2015,"Best Performance by an Actor in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",Wolf Hall,FALSE
2015,"Best Performance by an Actor in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",Bloodline,FALSE
2015,Cecil B. deMille Award,,FALSE
2016,Best Motion Picture - Drama,Moonlight,TRUE
2016,Best Motion Picture - Drama,Hell or High Water,FALSE
2016,Best Motion Picture - Drama,Lion,FALSE
2016,Best Motion Picture - Drama,Manchester by the Sea,FALSE
2016,Best Motion Picture - Drama,Hacksaw Ridge,FALSE
2016,Best Motion Picture - Musical or Comedy,La La Land,TRUE
2016,Best Motion Picture - Musical or Comedy,20th Century Women,FALSE
2016,Best Motion Picture - Musical or Comedy,Deadpool,FALSE
2016,Best Motion Picture - Musical or Comedy,Florence Foster Jenkins,FALSE
2016,Best Motion Picture - Musical or Comedy,Sing Street,FALSE
2016,Best Performance by an Actress in a Motion Picture - Drama,Elle,TRUE
2016,Best Performance by an Actress in a Motion Picture - Drama,Arrival,FALSE
2016,Best Performance by an Actress in a Motion Picture - Drama,Miss Sloane,FALSE
2016,Best Performance by an Actress in a Motion Picture - Drama,Loving,FALSE
2016,Best Performance by an Actress in a Motion Picture - Drama,Jackie,FALSE
2016,Best Performance by an Actor in a Motion Picture - Drama,Manchester by the Sea,TRUE
2016,Best Performance by an Actor in a Motion Picture - Drama,Loving,FALSE
2016,Best Performance by an Actor in a Motion Picture - Drama,Hacksaw Ridge,FALSE
2016,Best Performance by an Actor in a Motion Picture - Drama,Captain Fantastic,FALSE
2016,Best Performance by an Actor in a Motion Picture - Drama,Fences,FALSE
2016,Best Performance by an Actress in a Motion Picture - Musical or Comedy,La La Land,TRUE
2016,Best Performance by an Actress in a Motion Picture - Musical or Comedy,20th Century Women,FALSE
2016,Best Performance by an Actress in a Motion Picture - Musical or Comedy,Rules Don't Apply,FALSE
2016,Best Performance by an Actress in a Motion Picture - Musical or Comedy,The Edge of Seventeen,FALSE
2016,Best Performance by an Actress in a Motion Picture - Musical or Comedy,Florence Foster Jenkins,FALSE
2016,Best Performance by an Actor in a Motion Picture - Musical or Comedy,La La Land,TRUE
2016,Best Performance by an Actor in a Motion Picture - Musical or Comedy,The Lobster,FALSE
2016,Best Performance by an Actor in a Motion Picture - Musical or Comedy,Florence Foster Jenkins,FALSE
2016,Best Performance by an Actor in a Motion Picture - Musical or Comedy,War Dogs,FALSE
2016,Best Performance by an Actor in a Motion Picture - Musical or Comedy,Deadpool,FALSE
2016,Best Performance by an Actress in a Supporting Role in any Motion Picture,Fences,TRUE
2016,Best Performance by an Actress in a Supporting Role in any Motion Picture,Moonlight,FALSE
2016,Best Performance by an Actress in a Supporting Role in any Motion Picture,Lion,FALSE
2016,Best Performance by an Actress in a Supporting Role in any Motion Picture,Hidden Figures,FALSE
2016,Best Performance by an Actress in a Supporting Role in any Motion Picture,Manchester by the Sea,FALSE
2016,Best Performance by an Actor in a Supporting Role in any Motion Picture,Nocturnal Animals,TRUE
2016,Best Performance by an Actor in a Supporting Role in any Motion Picture,Moonlight,FALSE
2016,Best Performance by an Actor in a Supporting Role in any Motion Picture,Hell or High Water,FALSE
2016,Best Performance by an Actor in a Supporting Role in any Motion Picture,Florence Foster Jenkins,FALSE
2016,Best Performance by an Actor in a Supporting Role in any Motion Picture,Lion,FALSE
2016,Best Director - Motion Picture,La La Land,TRUE
2016,Best Director - Motion Picture,Moonlight,FALSE
2016,Best Director - Motion Picture,Manchester by the Sea,FALSE
2016,Best Director - Motion Picture,Nocturnal Animals,FALSE
2016,Best Director - Motion Picture,Hacksaw Ridge,FALSE
2016,Best Screenplay - Motion Picture,La La Land,TRUE
2016,Best Screenplay - Motion Picture,Nocturnal Animals,FALSE
2016,Best Screenplay - Motion Picture,Moonlight,FALSE
2016,Best Screenplay - Motion Picture,Manchester by the Sea,FALSE
2016,Best Screenplay - Motion Picture,Hell or High Water,FALSE
2016,Best Motion Picture - Animated,Zootopia,TRUE
2016,Best Motion Picture - Animated,Kubo and the Two Strings,FALSE
2016,Best Motion Picture - Animated,Moana,FALSE
2016,Best Motion Picture - Animated,My Life as a Zucchini,FALSE
2016,Best Motion Picture - Animated,Sing,FALSE
2016,Best Motion Picture - Foreign Language,"France, Paul Verhoeven",TRUE
2016,Best Motion Picture - Foreign Language,"France, Houda Benyamina",FALSE
2016,Best Motion Picture - Foreign Language,"Chile, Pablo Larra?n",FALSE
2016,Best Motion Picture - Foreign Language,"Iran, Asghar Farhadi ",FALSE
2016,Best Motion Picture - Foreign Language,"Germany, Maren Ade",FALSE
2016,Best Original Score - Motion Picture,La La Land,TRUE
2016,Best Original Score - Motion Picture,Moonlight,FALSE
2016,Best Original Score - Motion Picture,Arrival,FALSE
2016,Best Original Score - Motion Picture,Lion,FALSE
2016,Best Original Score - Motion Picture,Hidden Figures,FALSE
2016,Best Original Song - Motion Picture,La La Land,TRUE
2016,Best Original Song - Motion Picture,Gold,FALSE
2016,Best Original Song - Motion Picture,Moana,FALSE
2016,Best Original Song - Motion Picture,Trolls,FALSE
2016,Best Original Song - Motion Picture,Sing,FALSE
2016,Best Television Series - Drama,"Crown, The ",TRUE
2016,Best Television Series - Drama,Game of Thrones,FALSE
2016,Best Television Series - Drama,Stranger Things,FALSE
2016,Best Television Series - Drama,This Is Us,FALSE
2016,Best Television Series - Drama,Westworld,FALSE
2016,Best Television Series - Musical or Comedy,Atlanta,TRUE
2016,Best Television Series - Musical or Comedy,Veep,FALSE
2016,Best Television Series - Musical or Comedy,Black-ish,FALSE
2016,Best Television Series - Musical or Comedy,Mozart in the Jungle,FALSE
2016,Best Television Series - Musical or Comedy,Transparent,FALSE
2016,Best Television Limited Series or Motion Picture Made for Television,The People v. O.J. Simpson: American Crime Story,TRUE
2016,Best Television Limited Series or Motion Picture Made for Television,The Night Of,FALSE
2016,Best Television Limited Series or Motion Picture Made for Television,American Crime,FALSE
2016,Best Television Limited Series or Motion Picture Made for Television,The Dresser,FALSE
2016,Best Television Limited Series or Motion Picture Made for Television,The Night Manager,FALSE
2016,Best Performance by an Actress in a Limited Series or a Motion Picture Made for Television,The People v. O.J. Simpson: American Crime Story,TRUE
2016,Best Performance by an Actress in a Limited Series or a Motion Picture Made for Television,American Crime,FALSE
2016,Best Performance by an Actress in a Limited Series or a Motion Picture Made for Television,The Girlfriend Experience,FALSE
2016,Best Performance by an Actress in a Limited Series or a Motion Picture Made for Television,London Spy,FALSE
2016,Best Performance by an Actress in a Limited Series or a Motion Picture Made for Television,Confirmation,FALSE
2016,Best Performance by an Actor in a Limited Series or a Motion Picture Made for Television,The Night Manager,TRUE
2016,Best Performance by an Actor in a Limited Series or a Motion Picture Made for Television,The People v. O.J. Simpson: American Crime Story,FALSE
2016,Best Performance by an Actor in a Limited Series or a Motion Picture Made for Television,The Night Of,FALSE
2016,Best Performance by an Actor in a Limited Series or a Motion Picture Made for Television,All the Way,FALSE
2016,Best Performance by an Actor in a Limited Series or a Motion Picture Made for Television,The Night Of,FALSE
2016,Best Performance by an Actress In A Television Series - Drama,"Crown, The ",TRUE
2016,Best Performance by an Actress In A Television Series - Drama,Outlander,FALSE
2016,Best Performance by an Actress In A Television Series - Drama,The Americans,FALSE
2016,Best Performance by an Actress In A Television Series - Drama,Stranger Things,FALSE
2016,Best Performance by an Actress In A Television Series - Drama,Westworld,FALSE
2016,Best Performance by an Actor In A Television Series - Drama,Goliath,TRUE
2016,Best Performance by an Actor In A Television Series - Drama,Mr. Robot,FALSE
2016,Best Performance by an Actor In A Television Series - Drama,Better Call Saul,FALSE
2016,Best Performance by an Actor In A Television Series - Drama,The Americans,FALSE
2016,Best Performance by an Actor In A Television Series - Drama,Ray Donovan,FALSE
2016,Best Performance by an Actress in a Television Series - Musical or Comedy,Black-ish,TRUE
2016,Best Performance by an Actress in a Television Series - Musical or Comedy,Veep,FALSE
2016,Best Performance by an Actress in a Television Series - Musical or Comedy,Divorce,FALSE
2016,Best Performance by an Actress in a Television Series - Musical or Comedy,Insecure,FALSE
2016,Best Performance by an Actress in a Television Series - Musical or Comedy,Jane The Virgin,FALSE
2016,Best Performance by an Actress in a Television Series - Musical or Comedy,Crazy Ex-Girlfriend,FALSE
2016,Best Performance by an Actor in a Television Series - Musical or Comedy,Atlanta,TRUE
2016,Best Performance by an Actor in a Television Series - Musical or Comedy,Black-ish,FALSE
2016,Best Performance by an Actor in a Television Series - Musical or Comedy,Mozart in the Jungle,FALSE
2016,Best Performance by an Actor in a Television Series - Musical or Comedy,Graves,FALSE
2016,Best Performance by an Actor in a Television Series - Musical or Comedy,Transparent,FALSE
2016,"Best Performance by an Actress in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",The Night Manager,TRUE
2016,"Best Performance by an Actress in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",Game of Thrones,FALSE
2016,"Best Performance by an Actress in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",This Is Us,FALSE
2016,"Best Performance by an Actress in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",This Is Us,FALSE
2016,"Best Performance by an Actress in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",Westworld,FALSE
2016,"Best Performance by an Actor in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",The Night Manager,TRUE
2016,"Best Performance by an Actor in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television","Crown, The ",FALSE
2016,"Best Performance by an Actor in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",Mr. Robot,FALSE
2016,"Best Performance by an Actor in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",The People v. O.J. Simpson: American Crime Story,FALSE
2016,"Best Performance by an Actor in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",The People v. O.J. Simpson: American Crime Story,FALSE
2016,Cecil B. deMille Award,,FALSE
2017,Best Motion Picture - Drama,"Three Billboards Outside Ebbing, Missouri",TRUE
2017,Best Motion Picture - Drama,Call Me By Your Name,FALSE
2017,Best Motion Picture - Drama,Dunkirk,FALSE
2017,Best Motion Picture - Drama,The Post,FALSE
2017,Best Motion Picture - Drama,The Shape of Water,FALSE
2017,Best Motion Picture - Musical or Comedy,Lady Bird,TRUE
2017,Best Motion Picture - Musical or Comedy,"Disaster Artist, The ",FALSE
2017,Best Motion Picture - Musical or Comedy,Get Out,FALSE
2017,Best Motion Picture - Musical or Comedy,The Greatest Showman,FALSE
2017,Best Motion Picture - Musical or Comedy,"I, Tonya",FALSE
2017,Best Performance by an Actress in a Motion Picture - Drama,"Three Billboards Outside Ebbing, Missouri",TRUE
2017,Best Performance by an Actress in a Motion Picture - Drama,The Post,FALSE
2017,Best Performance by an Actress in a Motion Picture - Drama,All The Money In The World,FALSE
2017,Best Performance by an Actress in a Motion Picture - Drama,Molly's Game,FALSE
2017,Best Performance by an Actress in a Motion Picture - Drama,The Shape of Water,FALSE
2017,Best Performance by an Actor in a Motion Picture - Drama,Darkest Hour,TRUE
2017,Best Performance by an Actor in a Motion Picture - Drama,Call Me By Your Name,FALSE
2017,Best Performance by an Actor in a Motion Picture - Drama,Phantom Thread,FALSE
2017,Best Performance by an Actor in a Motion Picture - Drama,The Post,FALSE
2017,Best Performance by an Actor in a Motion Picture - Drama,"Roman J. Israel, Esq.",FALSE
2017,Best Performance by an Actress in a Motion Picture - Musical or Comedy,Lady Bird,TRUE
2017,Best Performance by an Actress in a Motion Picture - Musical or Comedy,Victoria & Abdul,FALSE
2017,Best Performance by an Actress in a Motion Picture - Musical or Comedy,"Leisure Seeker, The ",FALSE
2017,Best Performance by an Actress in a Motion Picture - Musical or Comedy,"I, Tonya",FALSE
2017,Best Performance by an Actress in a Motion Picture - Musical or Comedy,Battle of the Sexes,FALSE
2017,Best Performance by an Actor in a Motion Picture - Musical or Comedy,"Disaster Artist, The ",TRUE
2017,Best Performance by an Actor in a Motion Picture - Musical or Comedy,The Greatest Showman,FALSE
2017,Best Performance by an Actor in a Motion Picture - Musical or Comedy,Get Out,FALSE
2017,Best Performance by an Actor in a Motion Picture - Musical or Comedy,Battle of the Sexes,FALSE
2017,Best Performance by an Actor in a Motion Picture - Musical or Comedy,Baby Driver,FALSE
2017,Best Performance by an Actress in a Supporting Role in any Motion Picture,"I, Tonya",TRUE
2017,Best Performance by an Actress in a Supporting Role in any Motion Picture,Mudbound,FALSE
2017,Best Performance by an Actress in a Supporting Role in any Motion Picture,Downsizing,FALSE
2017,Best Performance by an Actress in a Supporting Role in any Motion Picture,Lady Bird,FALSE
2017,Best Performance by an Actress in a Supporting Role in any Motion Picture,The Shape of Water,FALSE
2017,Best Performance by an Actor in a Supporting Role in any Motion Picture,"Three Billboards Outside Ebbing, Missouri",TRUE
2017,Best Performance by an Actor in a Supporting Role in any Motion Picture,"Florida Project, The ",FALSE
2017,Best Performance by an Actor in a Supporting Role in any Motion Picture,Call Me By Your Name,FALSE
2017,Best Performance by an Actor in a Supporting Role in any Motion Picture,The Shape of Water,FALSE
2017,Best Performance by an Actor in a Supporting Role in any Motion Picture,All The Money In The World,FALSE
2017,Best Director - Motion Picture,The Shape of Water,TRUE
2017,Best Director - Motion Picture,All The Money In The World,FALSE
2017,Best Director - Motion Picture,The Post,FALSE
2017,Best Director - Motion Picture,"Three Billboards Outside Ebbing, Missouri",FALSE
2017,Best Director - Motion Picture,Dunkirk,FALSE
2017,Best Screenplay - Motion Picture,"Three Billboards Outside Ebbing, Missouri",TRUE
2017,Best Screenplay - Motion Picture,The Shape of Water,FALSE
2017,Best Screenplay - Motion Picture,Lady Bird,FALSE
2017,Best Screenplay - Motion Picture,The Post,FALSE
2017,Best Screenplay - Motion Picture,Molly's Game,FALSE
2017,Best Motion Picture - Animated,Coco,TRUE
2017,Best Motion Picture - Animated,Loving Vincent,FALSE
2017,Best Motion Picture - Animated,"Boss Baby, The ",FALSE
2017,Best Motion Picture - Animated,"Breadwinner, The ",FALSE
2017,Best Motion Picture - Animated,Ferdinand,FALSE
2017,Best Motion Picture - Foreign Language,"Germany, Fatih Akin",TRUE
2017,Best Motion Picture - Foreign Language,"Chile, Sebasti?n Lelio",FALSE
2017,Best Motion Picture - Foreign Language,"Cambodia, Angelina Jolie",FALSE
2017,Best Motion Picture - Foreign Language,"Russia, Andrey Zvyagintsev ",FALSE
2017,Best Motion Picture - Foreign Language,"Sweden, Ruben ?stlund",FALSE
2017,Best Original Score - Motion Picture,The Shape of Water,TRUE
2017,Best Original Score - Motion Picture,"Three Billboards Outside Ebbing, Missouri",FALSE
2017,Best Original Score - Motion Picture,Phantom Thread,FALSE
2017,Best Original Score - Motion Picture,The Post,FALSE
2017,Best Original Score - Motion Picture,Dunkirk,FALSE
2017,Best Original Song - Motion Picture,The Greatest Showman,TRUE
2017,Best Original Song - Motion Picture,The Star,FALSE
2017,Best Original Song - Motion Picture,Ferdinand,FALSE
2017,Best Original Song - Motion Picture,Mudbound,FALSE
2017,Best Original Song - Motion Picture,Coco,FALSE
2017,Best Television Series - Drama,"Handmaid's Tale, The ",TRUE
2017,Best Television Series - Drama,"Crown, The ",FALSE
2017,Best Television Series - Drama,Game of Thrones,FALSE
2017,Best Television Series - Drama,Stranger Things,FALSE
2017,Best Television Series - Drama,This Is Us,FALSE
2017,Best Television Series - Musical or Comedy,"Marvelous Mrs. Maisel, The",TRUE
2017,Best Television Series - Musical or Comedy,Black-ish,FALSE
2017,Best Television Series - Musical or Comedy,Master of None,FALSE
2017,Best Television Series - Musical or Comedy,SMILF,FALSE
2017,Best Television Series - Musical or Comedy,Will & Grace,FALSE
2017,Best Television Limited Series or Motion Picture Made for Television,Big Little Lies,TRUE
2017,Best Television Limited Series or Motion Picture Made for Television,Fargo,FALSE
2017,Best Television Limited Series or Motion Picture Made for Television,Feud: Bette And Joan,FALSE
2017,Best Television Limited Series or Motion Picture Made for Television,The Sinner,FALSE
2017,Best Television Limited Series or Motion Picture Made for Television,Top of The Lake: China Girl,FALSE
2017,Best Performance by an Actress in a Limited Series or a Motion Picture Made for Television,Big Little Lies,TRUE
2017,Best Performance by an Actress in a Limited Series or a Motion Picture Made for Television,Big Little Lies,FALSE
2017,Best Performance by an Actress in a Limited Series or a Motion Picture Made for Television,The Sinner,FALSE
2017,Best Performance by an Actress in a Limited Series or a Motion Picture Made for Television,Feud: Bette And Joan,FALSE
2017,Best Performance by an Actress in a Limited Series or a Motion Picture Made for Television,Feud: Bette And Joan,FALSE
2017,Best Performance by an Actor in a Limited Series or a Motion Picture Made for Television,Fargo,TRUE
2017,Best Performance by an Actor in a Limited Series or a Motion Picture Made for Television,"Wizard of Lies, The",FALSE
2017,Best Performance by an Actor in a Limited Series or a Motion Picture Made for Television,"Young Pope, The",FALSE
2017,Best Performance by an Actor in a Limited Series or a Motion Picture Made for Television,"Twin Peaks, The Return",FALSE
2017,Best Performance by an Actor in a Limited Series or a Motion Picture Made for Television,Genius,FALSE
2017,Best Performance by an Actress In A Television Series - Drama,"Handmaid's Tale, The ",TRUE
2017,Best Performance by an Actress In A Television Series - Drama,13 Reasons Why,FALSE
2017,Best Performance by an Actress In A Television Series - Drama,Outlander,FALSE
2017,Best Performance by an Actress In A Television Series - Drama,"Crown, The ",FALSE
2017,Best Performance by an Actress In A Television Series - Drama,"Deuce, The",FALSE
2017,Best Performance by an Actor In A Television Series - Drama,This Is Us,TRUE
2017,Best Performance by an Actor In A Television Series - Drama,Ozark,FALSE
